id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
285,2021,Sharjah,2021-10-02,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,AR Patel,Sharjah Cricket Stadium,,
286,2021,Sharjah,2021-09-24,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,DJ Bravo,Sharjah Cricket Stadium,,
287,2021,Dubai,2021-10-10,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,RD Gaikwad,Dubai International Cricket Stadium,,
288,2021,Sharjah,2021-10-11,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,0,Kolkata Knight Riders,0,4,SP Narine,Sharjah Cricket Stadium,,
289,2021,Sharjah,2021-10-13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,VR Iyer,Sharjah Cricket Stadium,,
290,2021,Dubai,2021-10-15,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,27,0,F du Plessis,Dubai International Cricket Stadium,,
291,2022,Mumbai,2022-03-26,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,UT Yadav,"Wankhede Stadium, Mumbai",,
292,2022,Mumbai,2022-03-27,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,Kuldeep Yadav,"Brabourne Stadium, Mumbai",,
293,2022,Mumbai,2022-03-27,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,5,OF Smith,"Dr DY Patil Sports Academy, Mumbai",,
294,2022,Mumbai,2022-03-28,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,Mohammed Shami,"Wankhede Stadium, Mumbai",,
295,2022,Pune,2022-03-29,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,61,0,SV Samson,"Maharashtra Cricket Association Stadium, Pune",,
296,2022,Mumbai,2022-03-30,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,PWH de Silva,"Dr DY Patil Sports Academy, Mumbai",,
297,2022,Mumbai,2022-03-31,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,6,E Lewis,"Brabourne Stadium, Mumbai",,
298,2022,Mumbai,2022-04-01,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,UT Yadav,"Wankhede Stadium, Mumbai",,
299,2022,Mumbai,2022-04-02,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Rajasthan Royals,23,0,JC Buttler,"Dr DY Patil Sports Academy, Mumbai",,
300,2022,Pune,2022-04-02,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,normal,0,Gujarat Titans,14,0,LH Ferguson,"Maharashtra Cricket Association Stadium, Pune",,
301,2022,Mumbai,2022-04-03,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Punjab Kings,54,0,LS Livingstone,"Brabourne Stadium, Mumbai",,
302,2022,Mumbai,2022-04-04,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Lucknow Super Giants,12,0,Avesh Khan,"Dr DY Patil Sports Academy, Mumbai",,
303,2022,Mumbai,2022-04-05,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,KD Karthik,"Wankhede Stadium, Mumbai",,
304,2022,Pune,2022-04-06,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,PJ Cummins,"Maharashtra Cricket Association Stadium, Pune",,
305,2022,Mumbai,2022-04-07,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,6,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",,
306,2022,Mumbai,2022-04-08,Punjab Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,6,Shubman Gill,"Brabourne Stadium, Mumbai",,
307,2022,Mumbai,2022-04-09,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai",,
308,2022,Pune,2022-04-09,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,Anuj Rawat,"Maharashtra Cricket Association Stadium, Pune",,
309,2022,Mumbai,2022-04-10,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,44,0,Kuldeep Yadav,"Brabourne Stadium, Mumbai",,
310,2022,Mumbai,2022-04-10,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Rajasthan Royals,3,0,YS Chahal,"Wankhede Stadium, Mumbai",,
311,2022,Mumbai,2022-04-11,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,KS Williamson,"Dr DY Patil Sports Academy, Mumbai",,
312,2022,Mumbai,2022-04-12,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,23,0,S Dube,"Dr DY Patil Sports Academy, Mumbai",,
313,2022,Pune,2022-04-13,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,12,0,MA Agarwal,"Maharashtra Cricket Association Stadium, Pune",,
314,2022,Mumbai,2022-04-14,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,0,Gujarat Titans,37,0,HH Pandya,"Dr DY Patil Sports Academy, Mumbai",,
315,2022,Mumbai,2022-04-15,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,RA Tripathi,"Brabourne Stadium, Mumbai",,
316,2022,Mumbai,2022-04-16,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,0,Lucknow Super Giants,18,0,KL Rahul,"Brabourne Stadium, Mumbai",,
317,2022,Mumbai,2022-04-16,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,16,0,KD Karthik,"Wankhede Stadium, Mumbai",,
318,2022,Mumbai,2022-04-17,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,7,Umran Malik,"Dr DY Patil Sports Academy, Mumbai",,
319,2022,Pune,2022-04-17,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,3,DA Miller,"Maharashtra Cricket Association Stadium, Pune",,
320,2022,Mumbai,2022-04-18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,7,0,YS Chahal,"Brabourne Stadium, Mumbai",,
321,2022,Mumbai,2022-04-19,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Royal Challengers Bangalore,18,0,F du Plessis,"Dr DY Patil Sports Academy, Mumbai",,
322,2022,Mumbai,2022-04-20,Punjab Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,9,Kuldeep Yadav,"Brabourne Stadium, Mumbai",,
323,2022,Navi Mumbai,2022-04-21,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,3,Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai",,
324,2022,Mumbai,2022-04-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,15,0,JC Buttler,"Wankhede Stadium, Mumbai",,
325,2022,Navi Mumbai,2022-04-23,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,0,Gujarat Titans,8,0,Rashid Khan,"Dr DY Patil Sports Academy, Mumbai",,
326,2022,Mumbai,2022-04-23,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,M Jansen,"Brabourne Stadium, Mumbai",,
327,2022,Mumbai,2022-04-24,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,0,Lucknow Super Giants,36,0,KL Rahul,"Wankhede Stadium, Mumbai",,
328,2022,Mumbai,2022-04-25,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,normal,0,Punjab Kings,11,0,S Dhawan,"Wankhede Stadium, Mumbai",,
329,2022,Pune,2022-04-26,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,29,0,R Parag,"Maharashtra Cricket Association Stadium, Pune",,
330,2022,Mumbai,2022-04-27,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,Umran Malik,"Wankhede Stadium, Mumbai",,
331,2022,Mumbai,2022-04-28,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,Kuldeep Yadav,"Wankhede Stadium, Mumbai",,
332,2022,Pune,2022-04-29,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,0,Lucknow Super Giants,20,0,KH Pandya,"Maharashtra Cricket Association Stadium, Pune",,
333,2022,Mumbai,2022-04-30,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,normal,0,Gujarat Titans,0,6,R Tewatia,"Brabourne Stadium, Mumbai",,
334,2022,Navi Mumbai,2022-04-30,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,SA Yadav,"Dr DY Patil Sports Academy, Mumbai",,
335,2022,Mumbai,2022-05-01,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,6,0,Mohsin Khan,"Wankhede Stadium, Mumbai",,
336,2022,Pune,2022-05-01,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,13,0,RD Gaikwad,"Maharashtra Cricket Association Stadium, Pune",,
337,2022,Mumbai,2022-05-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,RK Singh,"Wankhede Stadium, Mumbai",,
338,2022,Navi Mumbai,2022-05-03,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,normal,0,Punjab Kings,0,8,K Rabada,"Dr DY Patil Sports Academy, Mumbai",,
339,2022,Pune,2022-05-04,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,13,0,HV Patel,"Maharashtra Cricket Association Stadium, Pune",,
340,2022,Mumbai,2022-05-05,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Delhi Capitals,21,0,DA Warner,"Brabourne Stadium, Mumbai",,
341,2022,Mumbai,2022-05-06,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,normal,0,Mumbai Indians,5,0,TH David,"Brabourne Stadium, Mumbai",,
342,2022,Mumbai,2022-05-07,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,normal,0,Rajasthan Royals,0,6,YBK Jaiswal,"Wankhede Stadium, Mumbai",,
343,2022,Pune,2022-05-07,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Lucknow Super Giants,75,0,Avesh Khan,"Maharashtra Cricket Association Stadium, Pune",,
344,2022,Mumbai,2022-05-08,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,67,0,PWH de Silva,"Wankhede Stadium, Mumbai",,
345,2022,Navi Mumbai,2022-05-08,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,91,0,DP Conway,"Dr DY Patil Sports Academy, Mumbai",,
346,2022,Navi Mumbai,2022-05-09,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Kolkata Knight Riders,52,0,JJ Bumrah,"Dr DY Patil Sports Academy, Mumbai",,
347,2022,Pune,2022-05-10,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,normal,0,Gujarat Titans,62,0,Shubman Gill,"Maharashtra Cricket Association Stadium, Pune",,
348,2022,Navi Mumbai,2022-05-11,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,MR Marsh,"Dr DY Patil Sports Academy, Mumbai",,
349,2022,Mumbai,2022-05-12,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,DR Sams,"Wankhede Stadium, Mumbai",,
350,2022,Mumbai,2022-05-13,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Punjab Kings,54,0,JM Bairstow,"Brabourne Stadium, Mumbai",,
351,2022,Pune,2022-05-14,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,54,0,AD Russell,"Maharashtra Cricket Association Stadium, Pune",,
352,2022,Mumbai,2022-05-15,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,normal,0,Gujarat Titans,0,7,WP Saha,"Wankhede Stadium, Mumbai",,
353,2022,Mumbai,2022-05-15,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,normal,0,Rajasthan Royals,24,0,TA Boult,"Brabourne Stadium, Mumbai",,
354,2022,Navi Mumbai,2022-05-16,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,0,Delhi Capitals,17,0,SN Thakur,"Dr DY Patil Sports Academy, Mumbai",,
355,2022,Mumbai,2022-05-17,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,3,0,RA Tripathi,"Wankhede Stadium, Mumbai",,
356,2022,Navi Mumbai,2022-05-18,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,normal,0,Lucknow Super Giants,2,0,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",,
357,2022,Mumbai,2022-05-19,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,normal,0,Royal Challengers Bangalore,0,8,V Kohli,"Wankhede Stadium, Mumbai",,
358,2022,Mumbai,2022-05-20,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Rajasthan Royals,0,5,R Ashwin,"Brabourne Stadium, Mumbai",,
359,2022,Mumbai,2022-05-21,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,JJ Bumrah,"Wankhede Stadium, Mumbai",,
360,2022,Mumbai,2022-05-22,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,normal,0,Punjab Kings,0,5,Harpreet Brar,"Wankhede Stadium, Mumbai",,
361,2022,Kolkata,2022-05-24,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,7,DA Miller,"Eden Gardens, Kolkata",,
362,2022,Kolkata,2022-05-25,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Royal Challengers Bangalore,14,0,RM Patidar,"Eden Gardens, Kolkata",,
363,2022,Ahmedabad,2022-05-27,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,JC Buttler,"Narendra Modi Stadium, Ahmedabad",,
364,2022,Ahmedabad,2022-05-29,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,normal,0,Gujarat Titans,0,7,HH Pandya,"Narendra Modi Stadium, Ahmedabad",,
365,2023,Ahmedabad,2023-03-31,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,5,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",,
366,2023,Chandigarh,2023-04-01,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Punjab Kings,7,0,Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,
367,2023,Lucknow,2023-04-01,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,0,Lucknow Super Giants,50,0,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,
368,2023,Hyderabad,2023-04-02,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Rajasthan Royals,72,0,JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,
369,2023,Bengaluru,2023-04-02,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",,
370,2023,Chennai,2023-04-03,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Chennai Super Kings,12,0,MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai",,
371,2023,Delhi,2023-04-04,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,6,B Sai Sudharsan,"Arun Jaitley Stadium, Delhi",,
372,2023,Guwahati,2023-04-05,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Punjab Kings,5,0,NT Ellis,"Barsapara Cricket Stadium, Guwahati",,
373,2023,Kolkata,2023-04-06,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,81,0,SN Thakur,"Eden Gardens, Kolkata",,
374,2023,Lucknow,2023-04-07,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,normal,0,Lucknow Super Giants,0,5,KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,
375,2023,Guwahati,2023-04-08,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,0,Rajasthan Royals,57,0,YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati",,
376,2023,Mumbai,2023-04-08,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,RA Jadeja,"Wankhede Stadium, Mumbai",,
377,2023,Ahmedabad,2023-04-09,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,0,Kolkata Knight Riders,0,3,RK Singh,"Narendra Modi Stadium, Ahmedabad",,
378,2023,Hyderabad,2023-04-09,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,S Dhawan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,
379,2023,Bengaluru,2023-04-10,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Lucknow Super Giants,0,1,N Pooran,"M Chinnaswamy Stadium, Bengaluru",,
380,2023,Delhi,2023-04-11,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,"Arun Jaitley Stadium, Delhi",,
381,2023,Chennai,2023-04-12,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,0,Rajasthan Royals,3,0,R Ashwin,"MA Chidambaram Stadium, Chepauk, Chennai",,
382,2023,Chandigarh,2023-04-13,Punjab Kings,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,6,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,
383,2023,Kolkata,2023-04-14,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,23,0,HC Brook,"Eden Gardens, Kolkata",,
384,2023,Bengaluru,2023-04-15,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,0,Royal Challengers Bangalore,23,0,V Kohli,"M Chinnaswamy Stadium, Bengaluru",,
385,2023,Lucknow,2023-04-15,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,0,Punjab Kings,0,2,Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,
386,2023,Mumbai,2023-04-16,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,VR Iyer,"Wankhede Stadium, Mumbai",,
387,2023,Ahmedabad,2023-04-16,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,SO Hetmyer,"Narendra Modi Stadium, Ahmedabad",,
388,2023,Bengaluru,2023-04-17,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Chennai Super Kings,8,0,DP Conway,"M Chinnaswamy Stadium, Bengaluru",,
389,2023,Hyderabad,2023-04-18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Mumbai Indians,14,0,C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,
390,2023,Jaipur,2023-04-19,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,normal,0,Lucknow Super Giants,10,0,MP Stoinis,"Sawai Mansingh Stadium, Jaipur",,
391,2023,Chandigarh,2023-04-20,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,0,Royal Challengers Bangalore,24,0,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,
392,2023,Delhi,2023-04-20,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,4,I Sharma,"Arun Jaitley Stadium, Delhi",,
393,2023,Chennai,2023-04-21,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",,
394,2023,Lucknow,2023-04-22,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,normal,0,Gujarat Titans,7,0,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,
395,2023,Mumbai,2023-04-22,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Punjab Kings,13,0,SM Curran,"Wankhede Stadium, Mumbai",,
396,2023,Bengaluru,2023-04-23,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Royal Challengers Bangalore,7,0,GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",,
397,2023,Kolkata,2023-04-23,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,49,0,AM Rahane,"Eden Gardens, Kolkata",,
398,2023,Hyderabad,2023-04-24,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Delhi Capitals,7,0,AR Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,
399,2023,Ahmedabad,2023-04-25,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,normal,0,Gujarat Titans,55,0,A Manohar,"Narendra Modi Stadium, Ahmedabad",,
400,2023,Bengaluru,2023-04-26,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,21,0,CV Varun,"M Chinnaswamy Stadium, Bengaluru",,
401,2023,Jaipur,2023-04-27,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,32,0,YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur",,
402,2023,Chandigarh,2023-04-28,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,0,Lucknow Super Giants,56,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,
403,2023,Kolkata,2023-04-29,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,0,Gujarat Titans,0,7,J Little,"Eden Gardens, Kolkata",,
404,2023,Delhi,2023-04-29,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,9,0,MR Marsh,"Arun Jaitley Stadium, Delhi",,
405,2023,Chennai,2023-04-30,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,0,Punjab Kings,0,4,DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",,
406,2023,Mumbai,2023-04-30,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,6,YBK Jaiswal,"Wankhede Stadium, Mumbai",,
407,2023,Lucknow,2023-05-01,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,18,0,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,
408,2023,Ahmedabad,2023-05-02,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,normal,0,Delhi Capitals,5,0,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",,
409,2023,Chandigarh,2023-05-03,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",,
410,2023,Hyderabad,2023-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,5,0,CV Varun,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,
411,2023,Jaipur,2023-05-05,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,normal,0,Gujarat Titans,0,9,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",,
412,2023,Chennai,2023-05-06,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,M Pathirana,"MA Chidambaram Stadium, Chepauk, Chennai",,
413,2023,Delhi,2023-05-06,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,normal,0,Delhi Capitals,0,7,PD Salt,"Arun Jaitley Stadium, Delhi",,
414,2023,Ahmedabad,2023-05-07,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,0,Gujarat Titans,56,0,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",,
415,2023,Jaipur,2023-05-07,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,normal,0,Sunrisers Hyderabad,0,4,GD Phillips,"Sawai Mansingh Stadium, Jaipur",,
416,2023,Kolkata,2023-05-08,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,normal,0,Kolkata Knight Riders,0,5,AD Russell,"Eden Gardens, Kolkata",,
417,2023,Mumbai,2023-05-09,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,SA Yadav,"Wankhede Stadium, Mumbai",,
418,2023,Chennai,2023-05-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,27,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",,
419,2023,Kolkata,2023-05-11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,9,YBK Jaiswal,"Eden Gardens, Kolkata",,
420,2023,Mumbai,2023-05-12,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,normal,0,Mumbai Indians,27,0,SA Yadav,"Wankhede Stadium, Mumbai",,
421,2023,Hyderabad,2023-05-13,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,normal,0,Lucknow Super Giants,0,7,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",,
